Код ЦБ;Краткое наименование ;Дата собрания;Дата фиксации реестра;Ставка, рекомендованная по обыкновенным акциям;Ставка, рекомендованная по привилегированным акциям;Ставка, определенная по обыкновенным акциям;Ставка, определенная по привилегированным акциям;Дивиденды за период;Дата появления события в ленте новостей;Источник;ИНН эмитента
VZSK;ОАО "Воронежсинтезкаучук";29/05/2012;24/04/2012;0;;;;2011;11/05/2012;ДКК;3663002167
VGOK;ОАО "ЕВРАЗ Высокогорский горно-обогатительный комбинат";29/06/2012;24/05/2012;0;;;;2011;25/05/2012;Интерфакс;6623000708
PBSB;ОАО "Петербургская сбытовая компания";27/06/2012;23/05/2012;0;0;;;2011;25/05/2012;Интерфакс;7841322249
SIBC;ОАО "Сибирская инвестиционная компания";29/06/2012;23/05/2012;0;;;;2011;24/05/2012;Интерфакс;1902017075
RNCU;ОАО "НК "Роснефть"-Курганнефтепродукт";25/06/2012;29/05/2012;0.07;0.88;;;2011;28/05/2012;Интерфакс;4500000013
SVSB;ОАО "Свердловэнергосбыт";22/06/2012;18/05/2012;0;0.02937491001;;;2011;21/05/2012;Интерфакс;6670082105
KUNP;ОАО "НК "Роснефть" - Кубаньнефтепродукт";27/06/2012;22/05/2012;0;0;;;2011;22/05/2012;Интерфакс;2309003018
ANGG;ОАО Многопрофильная компания "Аганнефтегазгеология";06/06/2012;20/04/2012;;;;;2011;;Эмитент;8620011110
RBCI;ОАО "РБК Информационные системы";19/06/2012;15/05/2012;0;;;;2011;17/05/2012;Интерфакс;7736206959
VTGK;ОАО "Волжская территориальная генерирующая компания";29/06/2012;21/05/2012;0;;;;2011;16/05/2012;Интерфакс;6315376946
FAST;ОАО "Фармстандарт-Томскхимфарм"  (бывш. "Ай Си Эн Томскхимфарм");08/06/2012;23/04/2012;;;;;2011;10/05/2012;Интерфакс;7019005904
VFLT;ОАО "Судоходная компания "Волжское пароходство";24/05/2012;18/04/2012;;;;;2011;16/05/2012;ДКК;5260902190
TGKB;ОАО "Территориальная генерирующая компания №2";29/06/2012;25/05/2012;0;0;;;2011;28/05/2012;Интерфакс;7606053324
CEMS;ОАО "Е4-Центрэнергомонтаж";;18/05/2012;;;;;;21/05/2012;Интерфакс;7710111808
ETGK;ОАО Енисейская территориальная генерирующая компания ТГК-13;30/06/2012;25/05/2012;0;;;;2011;28/05/2012;Интерфакс;1901067718
VDMG;ОАО "Волгодонскмежрайгаз";22/06/2012;18/05/2012;;;;;2011;18/05/2012;Интерфакс;6143007171
DVEC;ОАО "Дальневосточная энергетическая компания";21/06/2012;12/05/2012;0;;;;;12/05/2012;Интерфакс;2723088770
CHMZ;ОАО "Чусовской металлургический завод";28/06/2012;23/05/2012;;;;;2011;23/05/2012;Интерфакс;5921002018
VGGG;ОАО "Волгоградгоргаз";15/06/2012;14/05/2012;;;;;2011;15/05/2012;Интерфакс;3434000560
MARU;ОАО "Малышевское рудоуправление";17/05/2012;02/04/2012;0;;0;;2011;28/03/2012;Интерфакс;6603003813
PBTF;ОАО "Преображенская база тралового флота";21/06/2012;16/05/2012;;;;;2011;03/05/2012;Интерфакс;2518000814
YARS;ОАО "Ярославский судостроительный завод";23/06/2012;15/05/2012;;;;;2011;16/05/2012;Интерфакс;7601001080
KUBK;ОАО "Акционерный банк "Кубаньбанк";27/06/2012;21/05/2012;0;0;;;2011;22/05/2012;Интерфакс;2308016938
RGST;ОАО "Российская государственная страховая компания";22/06/2012;24/05/2012;;;;;2011;28/05/2012;Интерфакс;7707067683
SESC;ОАО "Свердловская энергосервисная компания";29/06/2012;25/05/2012;0;0;;;2011;28/05/2012;Интерфакс;6672184920
KBSB;ОАО "Кубанская энергосбытовая компания";29/06/2012;21/05/2012;28;;;;1 квартал 2012;23/05/2012;Интерфакс;2308119595
IKAR;ОАО "Икар" ордена Почета Курганский завод трубопроводной арматуры;30/06/2012;15/05/2012;0;;;;2011;18/05/2012;Интерфакс;4501000168
MINU;ОАО "Минеральные удобрения";28/06/2012;30/05/2012;0;;;;2011;31/05/2012;Интерфакс;5905021239
AWWP;ОАО "Архангельский лесопильно-деревообрабатывающий комбинат №3";20/06/2012;21/05/2012;0;0;;;2011;22/05/2012;Интерфакс;2901007492
KOMM;ОАО "Бумажная фабрика "Коммунар";26/06/2012;22/05/2012;0;;;;2011;25/05/2012;Интерфакс;4719002357
RBCM;ОАО "РБК";28/06/2012;22/05/2012;0;;;;2011;25/05/2012;Интерфакс;7728547955
UIDZ;ОАО "Усть-Илимский деревообрабатывающий завод";14/06/2012;14/05/2012;;;;;2011;28/05/2012;ДКК;3817018963
VSSZ;ОАО "Выборгский судостроительный завод";21/06/2012;17/05/2012;0;0;;;2011;17/05/2012;Интерфакс;4704012874
DZRD;ОАО "Донской завод радиодеталей";28/06/2012;17/05/2012;0;30.61;;;2011;18/05/2012;Интерфакс;7114001610
TSK1;ОАО "ТСК-1";28/06/2012;28/05/2012;;;;;2011;28/05/2012;Интерфакс;5904230913
TGKF;ОАО "Территориальная генерирующая компания №6";29/06/2012;21/05/2012;0;;;;2011;21/05/2012;Интерфакс;5257072937
KLOG;ОАО "Калугаоблгаз";27/06/2012;25/05/2012;0;;;;2011;29/05/2012;Интерфакс;4000000015
SLEN;ОАО "Сахалинэнерго";19/06/2012;05/05/2012;0;;;;2011;12/05/2012;Интерфакс;6500000024
TRAV;ОАО "Траверс";29/06/2012;30/05/2012;0;;;;2011;30/05/2012;Интерфакс;
PLNT;ОАО "Планета";19/06/2012;11/05/2012;0;;;;2011;12/05/2012;Интерфакс;7704508594
GMEF;ОАО "Горячеключевская мебельная фабрика";20/04/2012;29/03/2012;;;;;;21/03/2012;Интерфакс;2305000707
YMNP;ОАО "НК "Роснефть - Ямалнефтепродукт";29/06/2012;31/05/2012;;;;;2011;04/06/2012;Интерфакс;8901001325
TANL;ОАО "ТАНТАЛ";12/04/2012;01/03/2012;0;0.125;0;0.125;2011;29/02/2012;Интерфакс;6453011530
LIFE;ОАО "Фармсинтез";29/06/2012;21/05/2012;0;;;;2011;03/05/2012;Интерфакс;7801075160
SIEK;ОАО "Сибирская энергетическая компания";29/06/2012;15/05/2012;;;;;2011;16/05/2012;Интерфакс;5405270340
TATB;ОАО "ТАТБЕНТО";30/06/2012;18/05/2012;;;;;2011;18/05/2012;Интерфакс;1639042581
FSCO;ОАО "Федеральная фондовая корпорация";21/06/2012;15/05/2012;;;;;2011;;Эмитент;7706024711
UBRD;ОАО "Уральский банк реконструкции и развития";29/05/2012;23/04/2012;0.45;;0.45;;2011;10/05/2012;ДКК;6608008004
ERMK;ОАО "Ермак-инвест";26/04/2012;20/03/2012;0;;0;;2011;02/04/2012;Интерфакс;5410116061
BIOS;ОАО "Биосинтез";22/06/2012;17/05/2012;0;0;;;2011;17/05/2012;Интерфакс;5834001025
OPIN;ОАО "Открытые инвестиции";29/06/2012;29/05/2012;0;;;;2011;28/05/2012;Интерфакс;7702336269
SGAZ;ОАО "Саратовгаз";27/06/2012;25/05/2012;116.18;;;;2011;29/05/2012;Интерфакс;6451114530
ELMG;ОАО "Электромагистраль";28/06/2012;15/05/2012;;;;;2011;29/05/2012;ДКК;5407466122
YZDA;ОАО "Ярославский Завод Дизельной Аппаратуры";22/06/2012;14/05/2012;0;;;;2011;14/05/2012;Интерфакс;7601000833
ZSMK;"ЕВРАЗ Объединенный Западно-Сибирский металлургический комбинат";29/06/2012;24/05/2012;0;0;;;2011;25/05/2012;Интерфакс;4218000951
TGKK;ОАО "Территориальная генерирующая компания-11";22/06/2012;14/05/2012;0;;;;2011;15/05/2012;Интерфакс;5406323202
RTGG;ОАО "Ростовгоргаз";15/06/2012;11/05/2012;122.53;;;;2011;14/05/2012;Интерфакс;6152000158
TGKJ;ОАО "Фортум" (прежнее "Территориальная генерирующая компания №10");19/06/2012;05/05/2012;0;;;;2011;11/05/2012;Интерфакс;7203162698
TEAV;ОАО "Тюменьэнергоавтотранс";29/06/2012;24/05/2012;;;;;2011;25/05/2012;Интерфакс;8602066927
TNYA;ОАО "ТНК-Ярославль";27/06/2012;15/05/2012;;;;;2011;15/05/2012;Интерфакс;7604138678
SBGS;ОАО "Сибирьгазсервис";28/06/2012;28/05/2012;3.609797922;;;;2011;29/05/2012;Интерфакс;5407121939
KGAS;ОАО "Краснодаркрайгаз";28/06/2012;28/05/2012;;;;;2011;28/05/2012;Интерфакс;2308021656
USBN;ОАО "Банк Уралсиб" (Бывш. Урало-Сибирский Банк);28/06/2012;21/05/2012;;;;;2011;16/05/2012;Интерфакс;0274062111
INGC;ОАО "Сибэнергострой";25/06/2012;15/05/2012;;;;;2011;15/05/2012;Интерфакс;5404262628
ATLM;ОАО "Аэропорт Толмачево";23/05/2012;16/04/2012;0;26.99;0;26.99;2011;02/04/2012;Интерфакс;5448100208
AZKM;Кемеровское ОАО "Азот";09/07/2012;18/06/2012;0;;;;2011;06/06/2012;Интерфакс;4205000908
ELVP;ОАО "Электровыпрямитель";20/04/2012;12/03/2012;0.026;0.026;0.026;0.026;2011;07/03/2012;Интерфакс;1325013893
MMMZ;ОАО "Магнитогорский метизно-калибровочный завод "ММК-МЕТИЗ";28/06/2012;10/05/2012;0;;;;2011;27/04/2012;Интерфакс;7414001428
OSFD;ОАО "Объединенный Сибирский Фонд";24/04/2012;19/03/2012;0;;0;;2011;19/03/2012;Интерфакс;5443105474
STTR;ОАО "Строительный трест № 3";29/06/2012;01/06/2012;0.02;;;;2011;29/05/2012;Интерфакс;0278044113
NATP;ОАО "ЕВРАЗ Находкинский морской торговый порт";22/05/2012;21/05/2012;4.79;;4.79;;1 квартал 2012;18/05/2012;Интерфакс;2508001449
AVAN;ОАО АКБ "Авангард";20/06/2012;21/05/2012;0;;;;2011;17/05/2012;Интерфакс;7702021163
CHZN;ОАО "Челябинский цинковый завод";27/06/2012;15/05/2012;0;;;;2011;16/05/2012;Интерфакс;7448000013
SUPR;ОАО "Специализированное управление подводно-технических работ № 10";27/04/2012;16/03/2012;;;;;2011;03/04/2012;Интерфакс;8614000021
MULN;ОАО "Мясокомбинат "Ульяновский";27/06/2012;12/05/2012;0;;;;2011;14/05/2012;Интерфакс;7303001165
TTMZ;ОАО "Тутаевский моторный завод";26/06/2012;10/05/2012;;;;;2011;02/05/2012;Интерфакс;7611000399
MGVM;ОАО Медиа группа "Война и Мир";28/06/2012;29/05/2012;0;;;;2011;30/05/2012;Интерфакс;7813503571
ELGZ;Дочернее ОАО "Электрогаз" ОАО "Газпром";25/06/2012;22/05/2012;27;27;;;2011;16/05/2012;Интерфакс;2310013155
KDSK;ОАО "Камский домостроительный комбинат";30/06/2012;18/05/2012;;;;;2011;21/05/2012;Интерфакс;1644060226
RNAV;ОАО "Русские Навигационные Технологии";29/06/2012;21/05/2012;0;;;;2011;21/05/2012;Интерфакс;7722558855
ALMZ;ОАО "Судостроительная фирма "Алмаз";29/06/2012;18/05/2012;0;13.14;;;2011;18/05/2012;Интерфакс;7813046950
CITY;ОАО "СИТИ";27/06/2012;18/05/2012;0;;;;2011;22/05/2012;Интерфакс;7704026946
RTBG;ОАО "Ростовоблгаз";15/06/2012;11/05/2012;231.85;231.85;;;2011;12/05/2012;Интерфакс;6163000368
SBNB;ОАО "Акционерный Сибирский Нефтяной банк";20/04/2012;16/03/2012;0.1935;;0.1935;;2011;20/03/2012;Интерфакс;7202072360
AVDZ;ОАО "Автодизель";25/06/2012;17/05/2012;0;0;;;2011;17/05/2012;Интерфакс;7601000640
MBSP;ОАО "Международный банк Санкт-Петербурга";25/04/2012;20/03/2012;;;;;2011;11/03/2012;Интерфакс;7831000210
DIXY;ОАО "ДИКСИ Групп";28/06/2012;14/05/2012;0;;;;2011;17/05/2012;Интерфакс;7704249540
VLGM;ОАО "Волгомост";29/05/2012;26/04/2012;0;0;0;0;2011;27/04/2012;Интерфакс;6450010433
NGRM;Нижегородское ОАО  "Гидромаш";24/04/2012;12/03/2012;33;;33;;2011;06/03/2012;Интерфакс;5262008630
VAKZ;ОАО "Волжский азотно-кислородный завод";14/05/2012;06/04/2012;0;;;;2011;29/03/2012;Интерфакс;3435000266
VKOF;ОАО "Воронежская кондитерская фабрика";03/05/2012;20/03/2012;;;;;2011;20/03/2012;Интерфакс;3650000412
SXPNP;ОАО Сельхозпредприятие "Новопластуновское";19/06/2012;21/05/2012;;0;;;2011;18/05/2012;Интерфакс;2346000311
BRZL;ОАО "Бурятзолото";18/06/2012;12/05/2012;0;0;;;2011;14/05/2012;Интерфакс;0323027345
UTII;ОАО "Платформа ЮТИНЕТ.РУ";14/06/2012;15/05/2012;;;;;2011;15/05/2012;Интерфакс;7725723391
ZIOP;ОАО "Машиностроительный завод "ЗиО-Подольск";29/06/2012;25/05/2012;0;;;;2011;30/05/2012;Интерфакс;5036040729
NOPW;ОАО "Новошахтинский завод нефтепродуктов";14/06/2012;18/05/2012;;;;;2011;18/05/2012;Интерфакс;6151012111
KGAZ;ОАО "Комигаз";25/06/2012;25/05/2012;0.8;0.8;;;2011;25/05/2012;Интерфакс;1101300468
SZVE;ОАО Судостроительный завод "Северная верфь";29/06/2012;23/05/2012;0;;;;2011;24/05/2012;Интерфакс;7805034277
TVEO;ОАО "Тверьоблгаз";20/06/2012;18/05/2012;;;;;2011;22/05/2012;Интерфакс;6900000364
BLRG;ОАО "Белоярскгаз";28/06/2012;28/05/2012;66;;;;2011;29/05/2012;Интерфакс;8611000859
MIST;ОАО "Мосинжстрой";29/06/2012;29/05/2012;;;;;2011;29/05/2012;Интерфакс;7703014137
TNBP;ОАО "ТНК-ВР Холдинг";28/06/2012;14/05/2012;9.96;9.96;;;2011;04/05/2012;Интерфакс;7225004092
GSRB;ОАО "Газ-сервис" г. УФА;08/06/2012;02/05/2012;102.5;;;;2011;27/04/2012;Интерфакс;0278030985
NIDS;ОАО "Нидан Соки";29/06/2012;02/06/2012;;;;;2011;04/06/2012;Интерфакс;5027107582
DIOD;ОАО Завод экологической техники и экопитания "ДИОД";29/06/2012;18/05/2012;0.4;;;;2011;21/05/2012;Интерфакс;7725024805
VTTL;ОАО "Волгатранстерминал";26/06/2012;01/06/2012;;;;;2011;04/06/2012;Интерфакс;6315242621
PLBT;ОАО "Полимербыт";05/04/2012;07/03/2012;;;;;2011;06/03/2012;Интерфакс;
BISV;ОАО фирма "Башинформсвязь";01/06/2012;20/04/2012;0.0631;0.284;0.0631;0.284;2011;16/02/2012;Интерфакс;0274018377
UNAC;ОАО "Объединенная авиастроительная корпорация";29/06/2012;16/05/2012;0;;;;2011;18/05/2012;Интерфакс;7708619320
PRMI;ОАО "Проминвест";18/06/2012;10/05/2012;;;;;2011;11/05/2012;Интерфакс;7722609436
NKSH;ОАО "Нижнекамскшина";08/06/2012;20/04/2012;0;0;;;2011;28/03/2012;Эмитент;1651000027
SELL;ОАО "Селестра";18/06/2012;05/05/2012;;;;;;05/05/2012;Интерфакс;3811126779
MSTZ;ОАО "Муромский стрелочный завод";29/06/2012;18/05/2012;0.469;;;;2011;14/05/2012;Интерфакс;3307001803
KPMG;ОАО "Калужский завод путевых машин и гидроприводов";28/06/2012;23/05/2012;;;;;2011;28/05/2012;Интерфакс;4029000018
RUGR;ОАО "Русгрэйн Холдинг";29/06/2012;22/05/2012;0;;;;2011;21/05/2012;Интерфакс;7706533405
BROG;ОАО "Брянскоблгаз";20/06/2012;18/05/2012;30.55;;;;2011;21/05/2012;Интерфакс;3234007455
DRMO;ОАО по строительству дорог и мостов "Дормост";14/06/2012;14/05/2012;0;;;;2011;15/05/2012;Интерфакс;7709042490
ARPO;ОАО "Омский аэропорт";05/06/2012;15/04/2012;;275.96;;;2011;02/04/2012;Интерфакс;5507028605
ORGZ;ОАО "Орелоблгаз";22/06/2012;22/05/2012;0;;;;2011;23/05/2012;Интерфакс;5700000020
ZVEZ;ОАО "Звезда";15/06/2012;10/05/2012;0.01;;;;2011;12/05/2012;Интерфакс;7811038760
VLGZ;ОАО "Волгоградоблгаз";15/06/2012;14/05/2012;;;;;2011;15/05/2012;Интерфакс;3443013847
KAMC;ОАО "Камский кабельный завод";23/06/2012;18/05/2012;;;;;2011;17/05/2012;Интерфакс;5907001693
ISKC;ОАО "Искитимцемент";28/06/2012;06/06/2012;;;;;2011;05/06/2012;Интерфакс;5446102070
KZAE;ОАО "Калужский завод автомобильного электрооборудования";15/05/2012;30/03/2012;0;0;0;0;2011;28/03/2012;Интерфакс;4028000015
RASP;ОАО "Распадская";29/06/2012;17/05/2012;0;;;;2011;15/05/2012;Интерфакс;4214002316
NSVZ;ОАО "Наука-Связь";29/06/2012;29/05/2012;0;;;;2011;28/05/2012;Интерфакс;7714716995
TTRS;ОАО "Тындатрансстрой";08/06/2012;08/05/2012;;;;;2011;28/05/2012;ДКК;2808001320
PRGK;ОАО "Прогресс Капитал";27/06/2012;29/05/2012;;;;;2011;29/05/2012;Интерфакс;4826063675
MSSB;ОАО "Мосэнергосбыт";20/06/2012;15/05/2012;0.1341;;;;2011;16/05/2012;Интерфакс;7736520080
MSIN;ОАО "Мостостройиндустрия";28/06/2012;29/05/2012;;;;;2011;29/05/2012;Интерфакс;7708000794
MSIN;ОАО "Мостостройиндустрия";28/06/2012;29/05/2012;;;;;1 квартал 2012;29/05/2012;Интерфакс;7708000794
STGZ;ОАО "Стройтрансгаз";29/06/2012;28/05/2012;0;0;;;2011;29/05/2012;Интерфакс;5700000164
BMSM;ОАО "Бамстроймеханизация";13/04/2012;14/03/2012;0;0;0;0;2011;;Эмитент;2808001344
MSTT;ОАО "Мостотрест";27/06/2012;17/05/2012;7.1;;;;2011;11/05/2012;Интерфакс;7701045732
ICNM;ОАО "Марбиофарм";21/06/2012;16/05/2012;0;;;;2011;18/05/2012;Интерфакс;1215001662
ARMD;ОАО "Армада";28/06/2012;17/05/2012;;;;;2011;17/05/2012;Интерфакс;7702568982
OMOG;ОАО "Омскоблгаз";28/06/2012;18/05/2012;3.22;2.76;;;2011;21/05/2012;Интерфакс;5503002042
TRNS;ОАО "АК "Трансаэро";23/06/2012;05/05/2012;0.44;;;;2011;02/05/2012;Интерфакс;5701000985
KAZT;ОАО "КуйбышевАзот";27/04/2012;11/03/2012;2.3;2.3;2.3;2.3;2011;06/03/2012;Интерфакс;6320005915
VOGZ;ОАО "Воронежоблгаз";26/06/2012;21/05/2012;0.8;;;;2011;18/05/2012;Интерфакс;3664000885
PMTL;ОАО "Полиметалл";21/06/2012;15/05/2012;0;;;;2011;14/05/2012;Интерфакс;7805104870
ABVM;ОАО "Абаканвагонмаш";27/06/2012;15/05/2012;;;;;2011;15/05/2012;Интерфакс;1901004997
SRGF;ОАО "Саратовнефтегеофизика";26/06/2012;21/05/2012;;;;;2011;18/05/2012;Интерфакс;6452014507
SODD;ОАО "Сода";10/05/2012;04/04/2012;16.5;16.5;16.5;16.5;2011;29/03/2012;Интерфакс;0268015226
KIRZ;ОАО "Кировский завод";27/04/2012;12/03/2012;0;;0;;2011;28/02/2012;Интерфакс;7805019279
TUMA;ОАО "АК "Туламашзавод";25/05/2012;09/04/2012;;0.023;;0.023;2011;24/02/2012;Интерфакс;7106002836
BTST;ОАО "Бамтоннельстрой";28/06/2012;24/05/2012;257.91;96.72;;;2011;25/05/2012;Интерфакс;0317000144
TATF;ОАО "АИКБ "Татфондбанк";23/05/2012;04/04/2012;0;;0;;2011;30/03/2012;Интерфакс;1653016914
RKRZ;ОАО "Ревдинский кирпичный завод";27/04/2012;12/03/2012;;;;;2011;12/03/2012;Интерфакс;6627002142
RSAM;ОАО "Русские Самоцветы";30/06/2012;15/05/2012;0;;;;2011;15/05/2012;Интерфакс;7806007100
NVTK;ОАО "НОВАТЭК";27/04/2012;23/03/2012;3.5;;3.5;;2011;20/03/2012;Интерфакс;6316031581
MBRD;ОАО "МТС-Банк";29/06/2012;22/05/2012;0;0;;;2011;18/05/2012;Интерфакс;7702045051
NMOS;ОАО "НОМОС-БАНК";24/05/2012;09/04/2012;0;;0;;2011;28/03/2012;Интерфакс;7706092528
MEIN;ОАО "АКБ Металлургический Инвестиционный Банк";28/05/2012;21/05/2012;235;;235;;2011;21/05/2012;Интерфакс;7709138570
AFLT;ОАО "Аэрофлот-Российские Авиалинии";25/06/2012;10/05/2012;1.8081;;;;2011;11/03/2012;Интерфакс;7712040126
GCHE;ОАО "Группа Черкизово";29/06/2012;17/05/2012;0;;;;2011;21/05/2012;Интерфакс;7718560636
LPOG;ОАО "Липецкоблгаз";25/06/2012;18/05/2012;;;;;2011;21/05/2012;Интерфакс;4824003938
TOGZ;ОАО ГЭГХ Тамбовской области "Тамбовоблгаз";19/06/2012;18/05/2012;;;;;2011;18/05/2012;Интерфакс;6832003117
MSN5;ОАО "Спец. ПКБ по ремонту и реконструкции";29/06/2012;15/05/2012;0;;;;2011;28/05/2012;ДКК;7705654164
TUOG;ОАО "Тулаоблгаз";19/06/2012;18/05/2012;0;;;;2011;18/05/2012;Интерфакс;7107029245
UELC_D1;ОАО "Универсальная электронная карта";26/06/2012;07/05/2012;0;;;;2011;10/05/2012;Интерфакс;7727718421
